BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2a07:b8c3:4::/48|35369 2914 4230 14043|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2001:df0:9c::/48|35369 2914 4761 17553|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2401:ee00:201::/48|35369 2914 4761 23951|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2401:ee00:230::/48|35369 2914 4761 23951|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2402:a600::/32|35369 2914 4761 17996|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2403:da00::/32|35369 2914 4761 3382|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2406:9600::/32|35369 2914 4761 10208|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2407:0:3000::/36|35369 2914 4761|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2401:ee00:104::/48|35369 174 1299 4761 23951|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2402:f080::/48|35369 174 1299 4761 38150|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2402:f080:1::/48|35369 174 1299 4761 38150|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2403:ae00::/32|35369 13030 1299 4761 38766|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2407:0:1002::/48|35369 13030 1299 4761 17922|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2001:df5:b400::/48|35369 2914 4761 131735|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2402:ab00:140::/48|35369 2914 4761 24206 24206 24206 24206|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2404:6d00::/32|35369 2914 4761 45294|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2a00:ad87:4600::/48|35369 13030 7473 3758 9911 9890|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2a04:42c0::/29|35369 8218 12883 12593|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2a03:a600::/32|35369 174 44600|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2001:43f8:b00::/48|35369 174 6453 37027 327938|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2607:f128:400::/38|35369 174 32748|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:14d::/40|35369 174 4230 28573|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:14d:baa2::/48|35369 174 4230 28573|INCOMPLETE
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:8c8::/33|35369 13030 6939 262393|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:8c8::/32|35369 13030 6939 262393|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:8c8:8000::/33|35369 13030 6939 262393|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2a04:5500::/29|35369 9002 60357|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:14d:9081::/48|35369 174 4230 28573|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:14d:90a6::/48|35369 174 4230 28573|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:14d:90ad::/48|35369 174 4230 28573|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:14d:90ae::/48|35369 174 4230 28573|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:14d:90af::/48|35369 174 4230 28573|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:8b0::/32|35369 174 3356 3549 262388|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:8b0:8000::/33|35369 174 3356 3549 262388|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2a02:ee00::/29|35369 174 702 3252 61297|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2001:1bd8::/32|35369 13030 6939 15533|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:c58::/33|35369 13030 6939 262429 12989 16735 52694|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2804:c58:8000::/33|35369 13030 6939 262429 12989 16735 52694|IGP
BGP4MP|01/01/17 11:10:00|A|2001:7f8:30:0:2:1:3:5369|35369|2001:4490:d240::/46|35369 174 6453 4755 9829|IGP
BGP4MP|01/01/17 11:10:01|A|2001:7f8:30:0:2:1:1:3030|13030|2a02:ee00::/29|13030 1299 701 702 3252 61297|IGP
BGP4MP|01/01/17 11:10:01|A|2001:7f8:30:0:2:1:1:3030|13030|2a02:ee00::/29|13030 1299 701 702 3252 61297|IGP
